text,DRINKS#PRICES,DRINKS#STYLE&OPTIONS,RESTAURANT#PRICES,FOOD#QUALITY,RESTAURANT#GENERAL,SERVICE#GENERAL,DRINKS#QUALITY,AMBIENCE#GENERAL,FOOD#STYLE&OPTIONS,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,LOCATION#GENERAL,number_of_text
trong khi với giá tiền đó ra phúc long hay những chỗ khác thì ngon hơn nhiều .,0,0,0,0,1,0,0,0,0,0,0,0,17
chất lượng trung bình .,0,0,0,0,2,0,0,0,0,0,0,0,3
"phần lớp bánh nóng giòn , kem cũng thơm và rõ vị riêng a .",0,0,0,3,0,0,0,0,3,0,0,0,13
mấy chỗ khác mình thường ko uống được hết ly .,0,0,0,0,0,0,1,0,0,0,0,0,10
"cũng có thể do mình ord không đúng món ngon , nhưng trà xanh kem mặn ám ảnh mình quá nên ko dám thử nữa .",0,0,0,0,0,0,1,0,0,0,0,0,24
có cái khoan tây bao ngon bao rẻ là 15k .,0,0,0,3,0,0,0,0,0,0,3,0,10
trân châu dai mềm .,0,0,0,0,0,0,3,0,0,0,0,0,4
salad so fresh và ngon luôn nè .,0,0,0,3,0,0,0,0,0,0,0,0,7
nước ép dưa hấu cũng bình thường mà giá tới 25 28 k gì đó .,1,0,0,0,0,0,2,0,0,0,0,0,14
"steak thơm ngon , mặc dù độ chín chưa chuẩn lắm .",0,0,0,3,0,0,0,0,0,0,0,0,10
"thái độ tốt hơn những lần trước nhiều , thân thiện và dễ thương hẳn mặt cười .",0,0,0,0,0,3,0,0,0,0,0,0,15
"mình order 3 món , đi 3 người mà ăn không hết lun .",0,0,0,0,0,0,0,0,3,0,0,0,12
quán ấn tượng từ cái tên trở đi 3,0,0,0,0,3,0,0,0,0,0,0,0,9
túi tiền mì ý 85 95k .,0,0,0,0,0,0,0,0,0,0,2,0,4
sao trắng vừa hai đứa mình gọi hai bánh mỳ gà xe nc tương .,0,0,0,0,0,0,0,0,2,0,0,0,14
có lẽ do quán chuyên về bò hơn nên mấy thứ khác dường như bị lép vế khuôn mặt với những giọt nước mắt của niềm vui .,0,0,0,2,2,0,0,0,0,0,0,0,18
"nhìn từ bên ngoài thôi đã thấy quán bao to , bao đẹp rồi .",0,0,0,0,0,0,0,3,0,0,0,0,13
"01 set bánh mì bơ nướng , pizza hawaii đế mỏng , khoai tây chiên , gà sốt .",0,0,0,0,0,0,0,0,2,0,0,0,15
"đồ ăn ổn , các món chiên xào ăn rất ok .",0,0,0,3,0,0,0,0,2,0,0,0,10
nhà t cũng gần nên phí ship cũng thấp .,0,0,0,0,0,0,0,0,0,2,0,0,9
"giá cả cốc trà ô long kem mặn của mình là tầm 35k , thêm trân châu trắng nữa , sau khi sale 20 phần trăm còn 33k .",2,2,0,0,0,0,0,0,0,3,0,0,24
"hỏi giá nước thì nhân viên trực phục vụ tầng 2 tụi mình ngồi lầu trên cùng cũng lớ ngớ không nhớ nên chạy đi lấy menu , xong lại đem menu cũ ra .",0,0,0,0,0,1,0,0,0,0,0,0,33
"mình order trà đen có milkfoam , thêm trân châu trắng .",0,2,0,0,0,0,0,0,0,0,0,0,10
"món cơm âm phủ rất ngon , bánh canh thì ko hợp vị lắm .",0,0,0,3,0,0,0,0,2,0,0,0,13
"đặc biệt là món tôm sú sốt cnjun , 150 k phần nhỏ .",0,0,0,0,0,0,0,0,0,0,2,0,14
bù lại nước uống và ngon .,0,0,0,0,0,0,3,0,0,0,0,0,6
"mà cái whipping cream hơi bị dở so với những quán cafe khác mình đến , giống kiểu whipping cream mua sẵn ngoài siêu thị ấy .",0,0,0,1,0,0,0,0,0,0,0,0,25
khá sang trọng so với nhiều chuỗi fast food hiện giờ .,0,0,0,0,3,0,0,0,0,0,0,0,11
có thể mình già với thói quen chịu khó đọc nên thích phong cách làm việc của bạn chủ ở đây chú thích cặn kẽ cái nào ra cái nấy mình đỡ phải gọi hỏi thêm .,0,0,0,0,3,0,0,0,0,0,0,0,36
"nước thì khá bình thường , không có gì đặc sắc cả .",0,0,0,0,0,0,2,0,0,0,0,0,11
"bữa mình đi chi nhánh ngay rex , gần nhà mình đi cho tiện , quán ở rex nhỏ hơn những chi nhánh khác á , nằm ngay góc lê thánh tôn và pasteur luôn .",0,0,0,0,0,0,0,2,0,0,0,2,32
không gian quán trang trí khá đẹp tuy mặt bằng nhỏ .,0,0,0,0,0,0,0,3,0,0,0,0,11
"đợi xong cứ nghĩ là đến mình , thì nv chuẩn bị hỏi người đến sau đó nữa .",0,0,0,0,0,1,0,0,0,0,0,0,17
"quán chuyên về món huế và có bán món bánh canh rất đặc trưng , nước dùng sệt sệt và cọng bánh thì không đều nhau , ăn khá lạ miệng , khuyến khích mọi người ăn thử món này .",0,0,0,3,0,0,0,0,3,0,0,0,37
đá bào ngon mịn phía dưới có trân châu trắng vs sương sáo mặt cười với đôi mắt trái tim .,0,3,0,0,0,0,3,0,0,0,0,0,15
"không gian cũng như các king khác , ở đây không khí thoải mái , không gian rộng rãi , ko chật hẹp như một số chi nhánh khác .",0,0,0,0,0,0,0,3,0,0,0,0,26
lại còn độn nữa chứ .,0,0,0,0,0,0,0,0,1,0,0,0,5
"dịch vụ nhân viên nhanh nhẹn , giữ xe miễn phí .",0,0,0,0,0,3,0,0,0,3,0,0,9
mình uống trà alisan gong cha size l thêm trân châu trắng .,0,2,0,0,0,0,0,0,0,0,0,0,12
rất thích bánh mì này thích .,0,0,0,3,0,0,0,0,0,0,0,0,6
được cái ghế sofa ko đến mức rách nát như bên bà triệu .,0,0,0,0,0,0,0,0,0,2,0,0,13
hum ra công tác hn có ăn thử quán cơm này vì thấy cũng nổi tiếng .,0,0,0,0,3,0,0,0,0,0,0,0,16
đồ uống và bánh trái khá ok .,0,0,0,3,0,0,3,0,0,0,0,0,7
"quán sang trọng và yên tĩnh lắm , mấy lần mình vào quán không đông lắm đâu , nhân viên làm việc khá nhanh nhẹn , menu đa dạng , cho lựa bộ phận thịt thích ăn , cho lựa sốt ăn kèm và lựa cả số lượng gram thịt nữa nên ăn khá vừa ý và hài lòng .",0,0,0,0,2,3,0,3,3,0,0,0,54
"mới vào thì nv chỉ chỗ nhưng do bàn kế bên nướng khói quá nên mình có nói a nv đổi chỗ , a vui vẻ đổi chỗ khác cho mình luôn .",0,0,0,0,0,3,0,0,0,0,0,0,31
"2 cái lẩu size bà cố nội , mực nướng , bánh bạch gạo cay phô mai , mì chiên tẩm phô mai , bánh trứng bạch tuộc .",0,0,0,0,0,0,0,0,2,0,0,0,24
với có mấy cọng hành tĩa mà nó còn sống không kết lắm .,0,0,0,0,0,0,0,0,1,0,0,0,13
đậu phộng nhiều rồi mà cua cũng nhiều nữa ăn mà húp cái nước mà nó ngọt thấu xương luôn á khuôn mặt với những giọt nước mắt của niềm vui khuôn mặt với những giọt nước mắt của niềm vui .,0,0,0,3,0,0,0,0,3,0,0,0,22
có canh và sốt đi kèm .,0,0,0,0,0,0,0,0,2,0,0,0,6
"không gian mình mua mang về , mà lúc đợi nước thấy chỗ khá nhỏ , lại đông nên không tiện nhìn ngó chi tiết .",0,0,0,0,0,0,0,1,0,0,0,0,23
"vỏ bánh giòn rụm , nhân mì samyang như bt thôi , thêm trứng và ngập cheese lun , ăn xong mà cứ thòm thèm mãi .",0,0,0,3,0,0,0,0,3,0,0,0,23
bỏng ngô đa dạng về vị .,0,0,0,0,0,0,0,0,3,0,0,0,5
"phần topblade chín vừa khá ok , 1 phần nhỏ nhất mà ăn kèm luôn salad thì cũng vừa đủ bụng , sốt bbq ngon mà hơi ám chua , sốt tiêu dậy mùi nhưng hơi nhạt .",0,0,0,3,0,0,0,0,2,0,0,0,34
không gian quán bé và vô cùng đông khách .,0,0,0,0,3,0,0,1,0,0,0,0,9
"vị chua , ngon dẻo , nhưng hơi mau chảy , mình ngồi khoảng 10p nhâm nhi là kem chảy ra toàn là nước kem thôi .",0,0,0,3,0,0,0,0,2,0,0,0,23
menu đa số là đồ ăn no nên cũng chưa thử mấy món khác .,0,0,0,0,0,0,0,0,2,0,0,0,14
"chất lượng khi mới ra ngon cực , càng lúc pha chế càng xuống cấp hic , cream cheese không ngon .",0,0,0,0,0,0,1,0,0,0,0,0,18
"lối đi lên ngay cạnh , không gian rộng rãi sáng sủa .",0,0,0,0,0,0,0,3,0,0,0,0,11
"sốt bbq có vị chua chua , ăn lạ miệng .",0,0,0,3,0,0,0,0,0,0,0,0,9
"chương trình giảm 20 phần trăm nên cũng khá đông khách , nhân viên bận bịu nên lên món hơi lâu .",0,0,0,0,0,1,0,0,0,3,0,0,19
giá cả tầm 39k một bát .,0,0,0,0,0,0,0,0,0,0,2,0,6
"cách đây 2 năm về vn là đi ăn ở đây liền , trời ơi , quán làm thất vọng quá chừng .",0,0,0,0,1,0,0,0,0,0,0,0,20
"mà đi mãi cũg chưa bao giờ uốg hết menu vì lần nào mình cũg chỉ xoay quanh đúg 3 món trà sữa hokkaido , trà xanh gongcha và olong gongcha .",0,2,0,0,0,0,0,0,0,0,0,0,30
"lẩu mình lên tầng 2 xem thì thấy lẩu ở đây dùng đồ không tươi , mình cũng review lẩu công chúa 1 lần ăn chán lắm .",0,0,0,1,0,0,0,0,0,0,0,0,26
đông khách nhưng phục vụ rất nhanh .,0,0,0,0,2,3,0,0,0,0,0,0,7
ấn tượng nữa là gáo múc rượu nhìn rõ nhỏ xinh mặt cười không vui .,0,0,0,0,0,0,0,0,0,3,0,0,12
nhân viên tư vấn nhiệt tình .,0,0,0,0,0,3,0,0,0,0,0,0,6
bọn mình đến đây vào buổi tối và phải loanh quanh một lúc mới tìm ra quán do địa chỉ khu này khá lằng nhằng .,0,0,0,0,0,0,0,0,0,0,0,1,25
hỏi gì nhân viên cũng trả lời với thái độ khó chịu .,0,0,0,0,0,1,0,0,0,0,0,0,12
"order 1 phần cơm gà viên , 1 cơm bò , add thêm canh , buổi trưa nên giảm còn 35 k phần , gọi thêm 1 nestea .",0,0,0,0,0,0,0,0,2,3,0,0,25
nhưng có thể thông cảm do hôm đó đông .,0,0,0,0,2,0,0,0,0,0,0,0,9
nói chung ngon giá vầy cho 4 người tính ra cũng được .,0,0,3,0,3,0,0,0,0,0,0,0,12
đặt bàn trước còn được giảm 10 phần trăm nữa .,0,0,0,0,0,0,0,0,0,3,0,0,9
"quán sạch sẽ , nhân viên trẻ dễ chịu , bánh thì mình chỉ thích mùi thơm bánh , nhưng khi ăn thì thấy thịt cắt hơi dầy khá khó để ăn , có vẻ hơi nhạt .",0,0,0,2,0,3,0,3,1,0,0,0,33
kfc nằm trong bigc luôn và có cửa thông ra sthi bên ngoài .,0,0,0,0,0,0,0,0,0,0,0,3,14
"nĩa và dao mình gọi 2 hủ tiếu khô không gan , về hủ tiếu thì trộn cũng thấm , ăn ổn , nhưng không phải là quá xuất sắc .",0,0,0,2,0,0,0,0,0,0,0,0,24
thấy cô chủ có vẻ khó chịu nên khách hàng nhiều người thấy cũng ko được vừa lòng cho lắm .,0,0,0,0,0,1,0,0,0,0,0,0,20
"đồ ăn đc tiếp lên liên tục , chả bao giờ hết đâu nên ko sợ hihi .",0,0,0,0,0,0,0,0,3,0,0,0,16
"phục vui nhanh , k thân thiện .",0,0,0,0,0,2,0,0,0,0,0,0,6
"về thức ăn thì là vậy , chứ mình không thích ghé lại lắm vì quán hơi nhỏ , nhìn hơi dơ nữa .",0,0,0,0,1,0,0,1,0,0,0,0,21
"vệ sinh ổn , sạch sẽ y .",0,0,0,0,3,0,0,0,0,0,0,0,6
chỗ ngồi khá đẹp sạch sẽ lịch sự nhân viên phục vụ nhiệt tình .,0,0,0,0,0,3,0,3,0,0,0,0,14
thoạt nhìn thì thấy 2 suất này khá ít .,0,0,0,0,0,0,0,0,1,0,0,0,9
"không gian rộng , có sảnh tổ chức tiệc cưới .",0,0,0,0,0,0,0,3,0,0,0,0,9
bát của mình là bát cấp 3 ăn max cay .,0,0,0,2,0,0,0,0,0,0,0,0,10
"bạch tuột k dai như các chỗ khác , thịt cũng nhiều loại , có mỡ hoặc k mỡ đều đủ hết nên ăn không bị ngán .",0,0,0,2,0,0,0,0,3,0,0,0,25
"hôm nay tới quán mua lại 1 chai , vẫn ngon vẫn ngọt thanh như bình thường .",0,0,0,0,0,0,3,0,0,0,0,0,16
giá cả thì mấy năm cũng không thay đổi .,0,0,2,0,0,0,0,0,0,0,0,0,9
chỉ số trái tay trỏ sang phải chỉ số trái tay trỏ sang phải đang có khuyến mãi giảm 10 phần trăm đến hết tháng 11 dành cho tất cả các loại beef steak trong menu dưới hình .,0,0,0,0,0,0,0,0,0,3,0,0,24
"goky , tea , coffee juice , quán thánh trăm điểm trăm điểm trăm điểm .",0,0,0,0,2,0,0,0,0,0,0,0,8
"giá cả với vị trí ngay trung tâm thì giá ở quán là chấp nhận được , không quá cao , chất lượng tương xứng giá .",0,0,2,0,0,0,0,0,0,0,0,2,24
nhưng mình order 3 ly thì lại làm nhầm mất tận 2 ly v mình hỏi lại bạn ý còn bảo mình gọi món khác mà huhu .,0,0,0,0,0,1,0,0,0,0,0,0,26
quán này hình như mới mở và chỉ bán mỗi món cari .,0,0,0,0,2,0,0,0,0,0,0,0,12
"bánh tròn tròn vàng vàng kia thấy bảo là loại mới của năm nay , đc nhập khẩu malaysia .",0,0,0,0,0,0,0,0,3,0,0,0,18
"các ông chỉ cần để xe đấy , dắt xe đã có các bạn ý lo mặt cười không vui .",0,0,0,0,0,3,0,0,0,0,0,0,16
"lúc trước mỗi khi đi đâu hay muốn mua gì đó biếu hay làm quà cho ai mình suy nghĩ nát óc giờ thì ko cần suy nghĩ nữa cứ allo đặt hàng là có ngay những món quà ngon , chất lượng hihi gửi quà cho ai họ cũng khen ngon và gửi mua thêm , hay minh mua sỉ về bán ta khuôn mặt suy nghĩ khuôn mặt suy nghĩ mặt cười không vui",0,0,0,0,3,0,0,0,0,0,0,0,63
dấu kiểm nặng giữ xe miễn phí .,0,0,0,0,0,0,0,0,0,3,0,0,5
mình gọi trà sữa phúc long size vừa 40 ngàn .,2,2,0,0,0,0,0,0,0,0,0,0,10
"sữa chua thơm vị rất vừa , caramen mềm , thơm nhẹ ăn kèm khúc bạch thì bét luôn ý ạ , nên thử caramen khúc bạch nhé .",0,0,0,3,0,0,0,0,3,0,0,0,25
tuy nhiên bạn nào không thích ngọt thì đây sẽ là quán phù hợp .,0,0,0,0,3,0,0,0,0,0,0,0,14
"người mua đông phải xếp hàng , mà cũng nhanh lắm á .",0,0,0,0,2,3,0,0,0,0,0,0,11
vị chocolate cũng ok nhưng hem rõ vị chocolate lắm .,0,0,0,2,0,0,0,0,0,0,0,0,10
nhân trong làm từ sầu riêng tươi luôn thế nên ăn ngon dã man .,0,0,0,3,0,0,0,0,0,0,0,0,14
nằm ngay cuối khu chợ trog khu tập thể kim liên .,0,0,0,0,0,0,0,0,0,0,0,2,11
"tên chi mà đẹp đẽ , hồng đào đến lúc rót ra ly vẫn thấy đẹp",0,3,0,0,0,0,0,0,0,0,0,0,18
không gian quán rộng mênh mông .,0,0,0,0,0,0,0,3,0,0,0,0,6
có một dãy bày toàn là cốc với chén hem bít ng ta có dùng tới k hay chỉ để trang trí nhg thật sự đẹp đấy .,0,0,0,0,0,0,0,3,0,0,0,0,27
chai nước giá 10k thì phải cũng k nhớ rõ lắm .,2,0,0,0,0,0,0,0,0,0,0,0,11
mong quán sẽ cải thiện thái độ phục vụ nhé .,0,0,0,0,0,1,0,0,0,0,0,0,10
trong cửa hàng có bán mấy món đồ nữa kute dễ sợ .,0,0,0,0,0,0,0,0,0,3,0,0,12
"nhân viên thì cũng ko có vấn đề gì , nhanh nhẹn vui vẻ .",0,0,0,0,0,3,0,0,0,0,0,0,13
"trà hoa hồng macchiato 38k cũng bình thường , trà có lẫn xác trà làm mình hơi khó chịu , vị kem béo nhưng không đọng lại gì với mình .",2,0,0,0,0,0,1,0,0,0,0,0,28
"ly của mình hơn 50k và hôm đó mình bỏ nguyên một ly , tiếc .",2,0,0,0,0,0,1,0,0,0,0,0,14
"cho tới cafe , nước hoa quả , nước gạo .",0,0,0,0,0,0,0,0,2,0,0,0,8
"75k saigon heat là nước ép nhiều loại trái cây , nhưng mùi gừng quá nặng nên át hết , chỉ rõ được mùi cam .",2,3,0,0,0,0,2,0,0,0,0,0,23
nhân viên cũng khá dễ thương tư vấn nước cũng ổn .,0,0,0,0,0,3,0,0,0,0,0,0,11
không gian cũng ko đc rộng .,0,0,0,0,0,0,0,2,0,0,0,0,6
"bọn mình gọi xúc xích rán kèm khoai tây nghiền 155k , outcast burger bò 155k , dừa 35k , cocktail coon as a cucumber 120k .",2,2,0,0,0,0,0,0,2,0,2,0,25
"quán rộng rãi , đẹp , chỗ ngồi tầng 2 thoải mái .",0,0,0,0,0,0,0,3,0,0,0,0,10
tôm to chắc và ngọt .,0,0,0,3,0,0,0,0,3,0,0,0,5
mình khá kết vị của nồi lẩu vì siêu ngon .,0,0,0,3,0,0,0,0,0,0,0,0,10
"quán cũng dễ tìm , gửi xe trước hẻm nha , có người trông xe luôn nè .",0,0,0,0,0,0,0,0,0,2,0,3,15
"sườn non hầm rất mềm , kim chi nhiều , ngon .",0,0,0,3,0,0,0,0,3,0,0,0,9
wifi free thì khá chập chờn .,0,0,0,0,0,0,0,0,0,2,0,0,6
so với các quán khác mình từng ăn thì bò viên ở đây nhỏ hơn .,0,0,0,0,0,0,0,0,1,0,0,0,15
mỗi lần thèm đồ biển là cả nhà mình nghĩ ngay đến gió biển .,0,0,0,0,3,0,0,0,0,0,0,0,14
"không gian hẹp , quán đông khách nên mua vè thì tiện hơn .",0,0,0,0,2,0,0,1,0,0,0,0,12
chưa được thứ 2 là pizza và bánh mì phô mai ứ ngon .,0,0,0,1,0,0,0,0,2,0,0,0,13
"được refill nước thoải mái coca , slrite , panta .",0,3,0,0,0,0,0,0,0,0,0,0,8
vẫn ngon như xưa .,0,0,0,0,3,0,0,0,0,0,0,0,4
giá cả thì k chênh giá ngoài là mấy nên chấp nhận dc .,0,0,2,0,0,0,0,0,0,0,0,0,13
hình như có 2 lầu mà mình chỉ ngồi lầu 1 .,0,0,0,0,0,0,0,3,0,0,0,0,11
nói chung không gian ổn .,0,0,0,0,0,0,0,3,0,0,0,0,5
"mình uống trà sữa trân châu tím size lớn giảm còn 20 , 5 k mà mình đem 120k đưa anh cashier 100k mà hình như không có tiền thối nên anh đó bảo mình đưa 20k thôi mặt cười ngại thì thôi luôn tại mình k có tiền lẻ khuôn mặt kiên trì khuôn mặt kiên trì khuôn mặt kiên trì .",2,2,0,0,0,0,0,0,0,0,0,0,49
lúc mình đến là khoảng 6h tối mà quán đã khá đông .,0,0,0,0,3,0,0,0,0,0,0,0,12
"mình ord mix berry , bạn mình uống trà sữa olong trà vải , mix berry pha hơi ngọt chắc do mình không uống ngọt nên không quen , có thạch nhai vui miệng , lần sau nếu uống sẽ dặn pha ít ngọt hơn , 2 món kia mình không thử nhưng bạn mình nhận xét là ok .",0,2,0,0,0,0,2,0,0,0,0,0,55
tổng bill 700k mà tệ như thế này sao,0,0,2,0,1,0,0,0,0,0,0,0,10
"hôm nay ra mình order thử 3 hộp này , đều là nhân sầu riêng cả .",0,0,0,0,0,0,0,0,2,0,0,0,15
quán cũng có nhiều món ăn nhưng có lẽ ở đây nổi bật là mì quảng nên mình thấy hầu như mọi người đều kêu mì quảng .,0,0,0,3,0,0,0,0,3,0,0,0,27
"hồi trước thịt nhiều , nếu dính phải miếng sườn bé thì sẽ có thêm một miếng nhỏ bên cạnh nữa , giờ thì may rủi thôi .",0,0,0,0,0,0,0,0,2,0,0,0,25
"có điểm trừ là món lẫu , phở í , vì trụng nhanh nên không chín , mà cái chỗ trụng trông khá là mất vệ sinh như cái nồi hầm bà lằng .",0,0,0,1,0,0,0,0,0,1,0,0,30
"deli 6 ly , đã 100 phần trăm đường rồi nhưng vị cũng nhạt .",0,2,0,1,0,0,0,0,0,0,0,0,12
"mình thấy không gian rộng rãi sạch sẽ , thức ăn thì tùy món ngon or không ngon tùy theo khẩu vị của mỗi người , theo mình thì các món ngọt khá ngon , còn những món mặn thì tùy món .",0,0,0,2,0,0,0,3,0,0,0,0,39
"nhân viên lễ phép , phục vụ đồ nhanh , tư vấn nhiệt tình , ko chèo kéo khách .",0,0,0,0,0,3,0,0,0,0,0,0,15
tệ hơn chi nhánh trên làng đại học nữa .,0,0,0,0,1,0,0,0,0,0,0,0,9
"phục vụ khá nhanh thôi , do cả tầng chỉ 2 bạn nhân viên chạy gần 10 bàn thì cũng quá ổn .",0,0,0,0,0,3,0,0,0,0,0,0,21
"thức uống tsua không ngọt lắm , vị trà khá rõ mình thích điều này , hợp khẩu vị của mình .",0,0,0,0,0,0,3,0,0,0,0,0,19
nút dấu chéo sao lần nào đi nhân viên cũng không vui vẻ dạ mặt khóc .,0,0,0,0,0,1,0,0,0,0,0,0,13
qua tết quán lên giá khoảng 5k mỗi món rồi .,0,0,2,0,0,0,0,0,0,0,0,0,10
"ngoài ra những món khác không có gì đặc biệt nào là heo quay , salad , nộm càng cua , ếch kho , gà xào , cá trứng chiên bột , bánh canh .",0,0,0,2,0,0,0,0,2,0,0,0,28
"thảo mộc nhưng nước uống . . ý kiến cá nhân mình là đây là món socola đá xây kém ngon nhất mình từng uống huhu quá béo luôn mà có vị cà phê nhiều hơn cacao hay sao á , tóm lại không đậm vị cacao mà mình mong đợi .",0,0,0,0,0,0,1,0,0,0,0,0,47
"nhưng miếng thịt lớn và bỏ rất nhiều trong tô bún thêm phần nước lèo được chan lên bún , rải một chút đậu phộng nữa quả là tuyệt vời .",0,0,0,3,0,0,0,0,3,0,0,0,29
k biết phải ăn lúc đói k nhưng mình thấy ngon và ấn tượng chỗ này lắm .,0,0,0,0,3,0,0,0,0,0,0,0,17
nhân viên pha chế biết cách tiết chế pha trộn giữa các nguyên liệu tạo nàu sắc đẹp mắt và mùi vị khác biệt cho từng món .,0,3,0,0,0,0,3,0,0,0,0,0,27
chả cua ăn khá là ngon nha ăn khá là ngon ngọt nữa mặt cười với kính râm mặt cười với kính râm mặt cười với kính râm .,0,0,0,3,0,0,0,0,0,0,0,0,14
"nhân viên traning chưa kì càng , múc xót trân châh của khách .",0,0,0,0,0,1,0,0,0,0,0,0,13
"điểm trừ là gà chỉ được để trong túi giấy chứ không có khay hay đĩa gì cả , hơi bất tiện .",0,0,0,0,0,0,0,0,0,1,0,0,21
"đồ ăn thì không phải bàn , ngon xuất sắc từ món chính đến tráng miệng đều ngon .",0,0,0,3,0,0,0,0,0,0,0,0,17
"vị trí đối diện cổng sau của tt chiếu phim quốc gia , quán to rất dễ tìm .",0,0,0,0,0,0,0,3,0,0,0,3,16
vì quán ở ngay mặt đường nên chỗ để xe bé xíu khuôn mặt với những giọt nước mắt của niềm vui .,0,0,0,0,0,0,0,0,0,1,0,0,14
"đối với tùy người hầu bao thế nào , nhưng với em giá cả trong menu không quá mắc",0,0,3,0,0,0,0,0,0,0,0,0,19
freeship quận 1 .,0,0,0,0,0,0,0,0,0,3,0,0,3
nghe tên rất thú vị nhưng ăn thật sự quá thất vọng .,0,0,0,1,0,0,0,0,0,0,0,0,12
"vị trí hơi khuất vì mấy khi đi chơi qua đâu , may được cái còn 2 chiều với gần vườn hoa dễ tìm .",0,0,0,0,0,0,0,0,0,0,0,3,23
trái tim đỏ toàn những nhân cơ bản nhg vẫn lun là ngon nhất,0,0,0,3,0,0,0,0,0,0,0,0,13
"phục vụ nhanh , nhưng có hôm vào gọi mấy món đồ uống , kem vị mình thích lại bảo hết .",0,0,0,0,0,3,0,0,1,0,0,0,19
"nước lẩu hơi mặn , thịt bò mềm , ưng nhất đậu hũ non , ăn cảm giác như ăn đậu hũ cốt dừa cười lăn lộn cười lăn lộn .",0,0,0,3,0,0,0,0,2,0,0,0,22
như vậy là 570k .,0,0,2,0,0,0,0,0,0,0,0,0,4
lần nào cũng thấy mỹ mãn .,0,0,0,0,3,0,0,0,0,0,0,0,6
"đồ ăn nguội , thấy để có sò lông nhưng hỏi thì nhân viên bảo hết và thay bằng đậu bắp nướng khuôn mặt với những giọt nước mắt của niềm vui",0,0,0,1,0,0,0,0,1,0,0,0,22
mỗi loại sốt là 20k .,0,0,0,0,0,0,0,0,0,0,2,0,5
"vị vẫn đậm đà ngon như xưa , nhất định sẽ còn quay lại để thưởng thức .",0,0,0,0,3,0,0,0,0,0,0,0,16
"gà phô mai cay ngon , ít sốt , nước mắm không thấm đều ăn chỗ vừa chỗ nhạt .",0,0,0,3,0,0,0,0,1,0,0,0,17
phần có 4 viên kem và kem trái cây .,0,0,0,0,0,0,0,0,2,0,0,0,9
hoa anh đào hoa anh đào hoa anh đào tips quán chỗ để xe rất nhỏ nên dự hoặc là bạn sẽ phải đi khá xa gửi mất 3k hoặc là gửi nhờ chú bảo vệ ngay cạnh mất 5k .,0,0,0,0,0,0,0,0,0,1,0,0,32
"mình k ăn ớt chuông nên chỉ ăn mỗi bò , bò mềm , nêm nếm ngon , có bơ nữa nên khá thơm và bắt miệng .",0,0,0,3,0,0,0,0,0,0,0,0,24
ở đây lúc nào cũng đông nhất là vào dịp cuối tuần .,0,0,0,0,2,0,0,0,0,0,0,0,12
"diện tích quán không rộng lắm , nhân viên nhiệt tình .",0,0,0,0,0,3,0,2,0,0,0,0,10
"quán phục vụ chậm , nv không huyên , hết món không báo khách mà vẫn tính tiền .",0,0,0,0,0,1,0,0,0,0,0,0,16
"bún rất ngon , điểm cộng thêm nữa là quán có hũ ớt bột phi dầu bỏ vào nữa thì quá tuyệt vời .",0,0,0,3,0,0,0,0,3,0,0,0,22
có chỗ trượt ván với rock climbing nữa .,0,0,0,0,0,0,0,0,0,3,0,0,8
"chất lượng đồ ăn thật lòng nói là bình thường , ko có gì đặc sắc hết .",0,0,0,2,0,0,0,0,0,0,0,0,16
"sao đại khái là hộp bánh , túi bánh đẹp mặt cười không vui .",0,0,0,0,0,0,0,0,0,3,0,0,10
bước vào sẽ là mùi thơm của chanh và xả được nấu lên .,0,0,0,0,0,0,0,3,0,0,0,0,13
"lâu lắm rồi mới uống lại gongcha , thử lần đầu từ lúc gongcha mới vào việt nam , thấy k ngon góp ý với nhân viên thì bị nói là không biết uống nên buồn quá không dám uống nữa mặt cười không vui .",0,0,0,0,0,0,1,0,0,0,0,0,40
các món ở đây giá cả đều bình dân và chất lượng .,0,0,0,3,0,0,0,0,0,0,3,0,12
"mình kêu phần bò số 2 và 3 , bưng ra thì phần số 2 có cục patê khá to , trứng nem , xúc xích thì bình thường còn phần chính là thịt bò nhìn khá đen , cứ như bị chín quá .",0,0,0,1,0,0,0,0,3,0,0,0,40
"giá cả của kichi kichi thì cũng ổn , mình thấy không rẻ nhưng cũng chả đắt đỏ gì .",0,0,2,0,0,0,0,0,0,0,0,0,18
"có điều tay nghề nhân viên hên xui quá , lúc trà đậm , lúc sữa quá nh mặt cười .",0,0,0,0,0,2,2,0,0,0,0,0,17
giá thì cũng k phải quá rẻ .,0,0,2,0,0,0,0,0,0,0,0,0,7
hôm đó trời mưa nhân viên che dù cho đến khi mình mặc xong áo mưa mới vô .,0,0,0,0,0,3,0,0,0,0,0,0,18
"thái tea kem phô mai giá size m là 40k , đã có sẵn kem cheese .",2,3,0,0,0,0,0,0,0,0,0,0,15
rồi quay qua lấy cái bill của mình giao nước cho mình với cái kiểu oành oạch như muốn kiểu làm ơn lấy nước rồi đi nhanh nhanh giùm đi má ơi trời ơi mới sáng sớm đã khó chịu quá .,0,0,0,0,0,1,0,0,0,0,0,0,42
"mỳ ý kem béo cũng thơm , cũng béo nhưng chưa tới , chưa cảm được vị ngon , món này tạm .",0,0,0,2,0,0,0,0,0,0,0,0,19
bánh rất giòn thơm ngon đậm vị .,0,0,0,3,0,0,0,0,0,0,0,0,7
